RingIndex,ModuleNumber,CenterXn,CenterXm,CenterYn,CenterYm,CenterXd,CenterYd,angle_dev,nofit
7,6,286.073,286.0437212663434,408.55449999999996,408.62250406036134,-0.029278733656553868,0.06800406036137474,0.0001415615810337334,False
7,7,210.782,210.67439441851448,452.0235,451.99564494183835,-0.10760558148552946,-0.027855058161662782,-0.00044122509743937943,False
7,8,129.087,128.99315461470525,481.7585,481.7439314889944,-0.09384538529474185,-0.014568511005620621,0.0003463328558876433,False
7,9,43.468999999999994,43.36387790523431,496.855,496.8259883201152,-0.10512209476568302,-0.029011679884831665,0.0008661151365235847,False
7,10,-43.468999999999994,-43.55190906929278,496.855,496.847591969887,-0.08290906929278918,-0.007408030113026598,8.646930374249517e-05,False
7,11,-129.087,-129.1517259267256,481.7585,481.74360405826707,-0.0647259267256004,-0.014895941732959272,-0.0006596150468048956,False
7,12,-210.782,-210.82045742716085,452.0235,451.93750846553286,-0.03845742716083578,-0.0859915344671549,0.0003953171664044519,False
7,13,-286.073,-286.4942610843905,408.55449999999996,408.4972619918757,-0.42126108439049403,-0.05723800812427271,0.0010817277210025678,True
7,14,-352.67150000000004,-352.5457175606247,352.6715,352.69129405167183,0.12578243937531397,0.019794051671851776,0.0006400923577906115,False
7,15,-408.55449999999996,-408.5905839057174,286.073,286.0629834610186,-0.03608390571741893,-0.010016538981403755,1.251483591535596e-06,False
7,16,-452.024,-452.24032141217,210.78199999999998,210.61325378025654,-0.21632141216997525,-0.16874621974343995,-0.0014526511936074904,True
7,17,-481.7585,-481.76325236902494,129.0865,129.15050941595456,-0.004752369024913605,0.06400941595455834,0.00038139507825341035,False
7,18,-496.855,-496.8505881820293,43.468999999999994,43.44248996662097,0.004411817970719767,-0.0265100333790258,0.00025749018662324374,False
9,1,574.8915,574.6771447629061,45.2445,45.42382757856054,-0.21435523709385507,0.17932757856053883,-0.0009038189923955553,False
9,2,560.7355,560.7273191663552,134.6205,134.66864959791977,-0.008180833644814811,0.04814959791977458,-1.2185714149737237e-05,False
9,3,532.7725,532.7007320417032,220.68200000000002,220.79777886565338,-0.07176795829684579,0.11577886565336826,0.0008741340965738864,False
9,4,491.69100000000003,491.4686810543869,301.3085,301.27342393327854,-0.22231894561315357,-0.03507606672144448,0.001200695540664043,False
9,5,438.5025,438.36548993562167,374.5165,374.57894416174764,-0.1370100643783303,0.06244416174763501,0.00023629415315584712,False
9,6,374.5165,374.39235468759705,438.5025,438.471891718555,-0.12414531240295901,-0.03060828144498373,0.00014846165754800467,False
9,7,301.3085,301.23921281652974,491.69100000000003,491.69169371634405,-0.06928718347023732,0.000693716344017048,7.834870612111189e-05,False
9,8,220.68200000000002,220.71215210000628,532.7725,532.7904594109518,0.030152100006262117,0.017959410951789323,-0.0004884688506376911,False
9,9,134.6205,134.52990949877466,560.7355,560.7152181151696,-0.09059050122533563,-0.02028188483041049,-0.00011481275351199471,False
9,10,45.2445,45.13776189643565,574.8915,574.9070296293913,-0.10673810356435354,0.015529629391380695,0.0010397427125031916,False
9,11,-45.2445,-45.33107717676035,574.8915,574.8572310161708,-0.08657717676035048,-0.03426898382917898,-0.00044448348274431226,False
9,12,-134.6205,-134.49470182320414,560.7355,560.7451293538194,0.12579817679585403,0.009629353819377684,-6.501664112232297e-05,False
9,13,-220.68200000000002,-220.6875129144951,532.7725,532.7272618812241,-0.005512914495085397,-0.04523811877595563,-0.0007581647771183198,False
9,14,-301.3085,-301.3217862240995,491.69100000000003,491.6269810995301,-0.013286224099545052,-0.0640189004699323,-0.00025128864051293665,False
9,15,-374.5165,-374.59388489871907,438.5025,438.4939932284404,-0.0773848987190604,-0.00850677155960966,0.00015235101413879626,False
9,16,-438.5025,-438.45000150379525,374.5165,374.5649612719253,0.052498496204748335,0.04846127192530503,-0.0002197827591773338,False
9,17,-491.69100000000003,-491.76794126587714,301.3085,301.2916272081541,-0.07694126587711025,-0.016872791845855772,0.00020584653983646284,False
9,18,-532.7725,-532.8295437328712,220.68200000000002,220.62497625877265,-0.05704373287119324,-0.05702374122736842,-0.0008701418837064878,False
9,19,-560.7355,-560.6973919550051,134.6205,134.63665404710585,0.03810804499494225,0.016154047105857217,-0.00015036475218765943,False
9,20,-574.8915,-574.9036491070012,45.2445,45.223038210352094,-0.012149107001278026,-0.021461789647908347,4.74046674250328e-05,False
